Name,Species,Class,Hlt,Atk,Int,Def,Spd,Total,R. Depth,Source,Trait Name,Item Name,Trait Description
Styx Banshee,Banshee,Death,31,16,16,16,26,105,64,Ariamaki God Shop (Favor Rank 18),Empowered Chain Lightning,Styx Doll,"At the start of battle, this creature gains Chain Lightning. When this creature Casts this spell, its damage increases rather than decreases with each bounce."
Tormented Banshee,Banshee,Death,30,15,17,17,27,106,64,Ariamaki God Shop (Favor Rank 25),Empowered Death Blossom,Tormented Doll,"At the start of battle, this creature gains Death Blossom. When this creature Casts this spell, it deals a moderate amount of damage instead of a small amount of damage."
Abyss Banshee,Banshee,Death,30,15,16,16,26,103,64,Ariamaki God Shop (Favor Rank 1),Empowered Death Siphon,Abyss Doll,"At the start of battle, this creature gains Death Siphon. When this creature Casts this spell, it doesn't kill the target."
Destruction Banshee,Banshee,Death,31,16,16,16,26,105,64,Ariamaki God Shop (Favor Rank 8),Empowered Fireball,Destruction Doll,"At the start of battle, this creature gains Fireball. When this creature Casts this spell, it has a 75% chance to Cast it 1 additional time. This effect can occur repeatedly."
Anguish Banshee,Banshee,Death,33,18,15,15,25,106,64,Ariamaki God Shop (Favor Rank 5),Empowered Magic Missile,Anguish Doll,"At the start of battle, this creature gains Magic Missile. When this creature Casts this spell, it Casts 3 additional times."
Savage Banshee,Banshee,Death,32,17,17,14,27,107,64,Ariamaki God Shop (Favor Rank 14),Empowered Savage Spores,Savage Doll,"At the start of battle, this creature gains Savage Spores. When this creature Casts this spell, it increases your creatures' Defense instead of decreasing it."
Valentine Banshee,Banshee,Death,31,16,16,16,26,105,64,Ariamaki God Shop (Favor Rank 28),Empowered Soul Sacrifice,Valentine Doll,"At the start of battle, this creature gains Soul Sacrifice. When this creature Casts this spell, it also affects enemies."
Phobos Banshee,Banshee,Death,31,11,26,16,21,105,415,Death Guild,Tempest,Phobos Doll,Your creatures' single target spells have a 20% chance to also be Cast on all the target's allies. This trait does not stack.
Bard Caroller,Bard,Sorcery,40,18,28,13,13,112,415,Sorcery Guild,Christmas Music Sucks,Caroller Gift,The potency of your creatures' non-damaging spells is based on their Barrier absorption instead of intelligence.
Bard Fool,Bard,Sorcery,42,17,27,12,12,110,90,"Unsullied Meadows, Blood Grove",Fable,Fool Harp,"At the start of battle, this creature's race becomes Godspawn. Your creatures deal 25% more damage for each Godspawn creature fighting on your side. This trait does not stack."
Bard Poet,Bard,Sorcery,40,18,28,13,13,112,45,"Unsullied Meadows, Blood Grove",Hymn of Guile,Poet Harp,Enemies cannot gain Invisible.
Bard Trovatore,Bard,Sorcery,39,17,27,12,12,107,60,"Unsullied Meadows, Blood Grove",Hymn of Panic,Trovatore Harp,"At the start of battle, the Timeline is shuffled randomly."
Bard Versifier,Bard,Sorcery,40,18,28,13,13,112,75,"Unsullied Meadows, Blood Grove",Hymn of Strength,Versifier Harp,"When your creatures lose stats, the amount lost is reduced by 50%. This trait does not stack."
Bard Balladeer,Bard,Sorcery,43,17,27,12,12,111,1,"Unsullied Meadows, Blood Grove",Song of Alacrity,Balladeer Harp,Your creatures' attacks deal 50% of their damage using Speed instead of Attack. This trait does not stack.
Bard Jongleur,Bard,Sorcery,39,17,27,12,12,107,15,"Unsullied Meadows, Blood Grove",Song of Resolve,Jongleur Harp,Your creatures' attacks deal 50% of their damage using Defense instead of Attack. This trait does not stack.
Bard Minstrel,Bard,Sorcery,42,17,27,12,12,110,30,"Unsullied Meadows, Blood Grove",Song of Wit,Minstrel Harp,Your creatures' attacks deal 50% of their damage using Intelligence instead of Attack. This trait does not stack.
Crashing Basilisk,Basilisk,Chaos,36,21,21,16,16,110,22,Vulcanar God Shop (Favor Rank 11),Awakening,Crashing Husk,"If this creature does not take damage from attacks or spells between each of its turns, each of your creatures Cast one of their Spell Gems at random."
Spitting Basilisk,Basilisk,Chaos,35,20,20,20,15,110,22,Vulcanar God Shop (Favor Rank 25),Heated Ichor,Spitting Husk,"If this creature does not take damage from attacks or spells between each of its turns, it deals damage to enemies equal to 50% of its Current Health."
Dormant Basilisk,Basilisk,Chaos,34,19,19,19,14,105,22,Vulcanar God Shop (Favor Rank 5),Here Until Forever,Dormant Husk,"If this creature does not take damage from attacks or spells between each of its turns, it recovers 100% Health and gains Rebirth."
Roaring Basilisk,Basilisk,Chaos,32,20,20,20,15,107,22,Vulcanar God Shop (Favor Rank 14),No Sudden Movement,Roaring Husk,"If this creature does not take damage from attacks or spells between each of its turns, it afflicts enemies with Snared and decreases their Speed by 30%."
Lurking Basilisk,Basilisk,Chaos,35,20,20,20,15,110,22,Vulcanar God Shop (Favor Rank 8),Run Free,Lurking Husk,"If this creature does not take damage from attacks or spells between each of its turns, it Attacks each enemy."
Stomping Basilisk,Basilisk,Chaos,35,20,20,20,15,110,22,Vulcanar God Shop (Favor Rank 18),Sap,Stomping Husk,"If this creature does not take damage from attacks or spells between each of its turns, this creature Seals all the enemies' Spell Gems."
Ethereal Basilisk,Basilisk,Chaos,34,19,19,19,14,105,22,Vulcanar God Shop (Favor Rank 1),Sluice,Ethereal Husk,"If this creature does not take damage from attacks or spells between each of its turns, it Casts 3 of its Spell Gems at random."
Angel Bat,Bat,Life,27,17,17,17,27,105,415,Life Guild,Amongst Gods,Angel Bat Wings,"After an ally Attacks, this creature has a 20% chance to resurrect one of your creatures with 50% Health. This trait does not stack."
Vampire Bat,Bat,Chaos,26,23,13,13,28,103,30,"Great Pandemonium, Arachnid Nest, Damarel",Blood Sucker,Vampire Bat Wings,"After an ally Attacks, this creature recovers Health equal to 100% of the damage dealt."
Crypt Bat,Bat,Chaos,28,23,13,13,28,105,22,"Great Pandemonium, Arachnid Nest, Damarel",Bombardment,Crypt Bat Wings,"After an ally Attacks, this creature deals damage to the target equal to 35% of its Attack."
Mutated Crypt Bat,Bat,Chaos,27,22,12,13,27,101,75,"Great Pandemonium, Arachnid Nest, Damarel",Cloud of Bats,Mutated Crypt Bat Wings,"After an ally Attacks, this creature has a 50% chance to attack the same target."
Death Bat,Bat,Chaos,27,12,27,12,27,105,90,"Great Pandemonium, Arachnid Nest, Damarel",Dark Passenger,Death Bat Wings,"After an ally Attacks, this creature has a 35% chance to Cast Necrosis."
Pulse Bat,Bat,Chaos,27,22,12,13,28,102,22,"Great Pandemonium, Arachnid Nest, Damarel",Echolocation,Pulse Bat Wings,"After an ally Attacks, this creature gains 7% Speed."
Mutated Pulse Bat,Bat,Chaos,27,23,13,13,28,104,60,"Great Pandemonium, Arachnid Nest, Damarel",Screeching Barrage,Mutated Pulse Bat Wings,"After an ally Attacks, this creature deals damage to enemies equal to 25% of its Speed."
Slurping Bat,Bat,Chaos,23,23,13,13,28,100,105,"Great Pandemonium, Arachnid Nest, Damarel",Sluuurp!,Slurping Bat Wings,"After an ally Attacks, this creature afflicts the enemy with a random debuff."
Mutated Vampire Bat,Bat,Chaos,27,22,12,13,28,102,45,"Great Pandemonium, Arachnid Nest, Damarel",Vampiric Aura,Mutated Vampire Bat Wings,"After an ally Attacks, your creatures recover Health equal to 25% of the damage dealt."
Atlas Beacon,Beacon,Life,36,16,18,18,18,106,19,"Refuge of the Magi, Land of Breath & Balance",Heavy Weighs The Crown,Tyrant's Lantern,Your Chaos creatures and Beacon creatures always have Animated Gem.
Luna Beacon,Beacon,Life,38,18,18,18,18,110,19,"Refuge of the Magi, Land of Breath & Balance",Forbearance Forgone,Stoic's Lantern,"Your Sorcery creatures and Beacon creatures always have Protected. After an enemy Sorcery creature Casts a spell, that Spell Gem is Sealed and this creature's Spell Gems gain 1 Charge."
Lappet Beacon,Beacon,Life,38,18,18,18,18,110,30,"Refuge of the Magi, Land of Breath & Balance",Due Recompense,Predator's Lantern,"Your Nature creatures and Beacon creatures always have Leeching. When an enemy Nature creature would gain a stat, it loses that stat instead."
Deathshead Beacon,Beacon,Life,32,18,18,18,18,104,45,"Refuge of the Magi, Land of Breath & Balance",Pendulum's Return,Desecrator's Lantern,"Your Death creatures and Beacon creatures always have Agile. When an enemy Death creature would afflict your creatures with a debuff, they afflict them with a buff instead."
Pellucid Beacon,Beacon,Life,38,18,18,18,18,110,60,"Refuge of the Magi, Land of Breath & Balance",Purity and Emptiness,Zealot's Lantern,"Your Life creatures and Beacon creatures always have Berserk. When an enemy Life creature would heal one of its allies, it heals one of your creatures instead."
Rosy Beacon,Beacon,Life,38,18,18,18,18,110,75,"Refuge of the Magi, Land of Breath & Balance",Eternal Reprieve,Mendicant's Lantern,"At the start of each of your creatures' turns, all of your creatures have a 25% chance to recover 20% Health. This trait does not stack."
Calumnier Belle,Calumnier,Death,35,25,20,20,20,120,64,Overgrown Temple,One Of Us Must Change,Liar's Hoopskirt,This creature deals 200% more damage to enemies with the same Personalities that increase the same stats as this creature's Personality.
Calumnier Bete,Calumnier,Death,32,25,20,15,18,110,64,Overgrown Temple,Spite Match,Liar's Hand Mirror,"Enemies cannot gain this creature's Personality-decreased stats, and this creature Attacks enemies when this would happen."
Calumnier Dandy,Calumnier,Death,32,25,20,20,23,120,64,Overgrown Temple,Stolen Valor,Liar's Uniform,Your creatures cannot lose extra traits and Spell Gems in battle.
Calumnier Fop,Calumnier,Death,35,20,25,20,20,120,64,Overgrown Temple,False Bravado,Liar's Moustache,Your creatures gain 100% more benefit from their Personalities. This trait does not stack.
Calumnier Partycrasher,Calumnier,Death,32,25,20,15,18,110,64,Overgrown Temple,Su Casa Es Mi Casa,Liar's Invitation,This creature deals 200% more damage to enemies with the same Personalities that decrease the same stats as this creature's Personality.
Calumnier Socialite,Calumnier,Death,35,20,20,25,20,120,64,Overgrown Temple,Load-Bearing Makeup,Liar's Lipstick,Your creatures' Personality-increased stats cannot be decreased.
Brownie Trickster,Brownie,Nature,36,21,16,16,21,110,16,"The Swamplands, Fae Lands",Brain Bash,Trickster Maul,"After this creature Attacks, the target has a 100% chance and the enemies adjacent to the target have a 50% chance to be afflicted with Confused."
Brownie Loner,Brownie,Nature,34,21,16,16,21,108,105,"The Swamplands, Fae Lands",Independence,Loner Maul,"This creature's attacks always deal critical damage. In addition, this creature has an independent 30% chance to dodge attacks."
Shogun,Brownie,Nature,36,21,16,16,21,110,90,"The Swamplands, Fae Lands",Kirisute Gomen,Shogun Maul,"After this creature Attacks, and the damage exceeds 25% of the target's Maximum Health, this creature and the enemy are killed."
Blademaster,Brownie,Nature,36,21,16,16,21,110,75,"The Swamplands, Fae Lands",Overkill,Blademaster Maul,"After this creature Attacks, and the damage exceeds 35% of the target's Maximum Health, enemies take 70% of this damage as well."
Brownie Mauler,Brownie,Nature,33,21,16,16,21,107,16,"The Swamplands, Fae Lands",Sweeping Smash,Mauler Maul,"After this creature Attacks, it deals 70% of the damage dealt to adjacent enemies."
Brownie Brute,Brownie,Nature,37,22,17,15,20,111,60,"The Swamplands, Fae Lands",Ultimatum,Brute Maul,"After this creature Attacks, it deals damage to the target and enemies adjacent to the target equal to 50% of this creature's Current Health."
Brownie Captain,Brownie,Nature,35,20,15,15,20,105,30,"The Swamplands, Fae Lands",Wallop,Captain Maul,"After this creature Attacks, it decreases the Defense of the target and enemies adjacent to the target by 30%."
Brownie Enforcer,Brownie,Nature,35,20,15,15,20,105,45,"The Swamplands, Fae Lands",Wrecking Ball,Enforcer Maul,"After this creature Attacks, it afflicts the target with Vulnerable and Stone."
Topaz Carbuncle,Carbuncle,Sorcery,38,13,23,13,23,110,60,Temple of Lies (Horseshoes),Absolute Power,Topaz Trinket,This creature's attacks deal 5% more damage for each spell that has been Cast by all creatures in the current battle.
Ruby Carbuncle,Carbuncle,Sorcery,35,13,23,13,23,107,45,Temple of Lies (Horseshoes),Annex,Ruby Trinket,This creature has 5% more Intelligence for each spell that has been Cast by all creatures in the current battle.
Onyx Carbuncle,Carbuncle,Sorcery,38,13,23,13,23,110,30,Temple of Lies (Horseshoes),Magic Barrier,Onyx Trinket,"If your creatures have Cast a total of 12 or more spells in the current battle, your creatures are immune to debuffs."
Sapphire Carbuncle,Carbuncle,Sorcery,31,13,23,13,23,103,75,Temple of Lies (Horseshoes),Nirvana,Sapphire Trinket,"If your creatures have Cast a total of 7 or more spells in the current battle, this creature's spells are 50% more potent and no longer consume Charges."
Emerald Carbuncle,Carbuncle,Sorcery,35,13,23,13,23,107,28,Temple of Lies (Horseshoes),Paramount,Emerald Trinket,"After this creature takes damage, it has a 2% chance to Cast one of its spells for each spell that has been Cast by all creatures in the current battle. This trait can only activate once per turn."
Aquamarine Carbuncle,Carbuncle,Sorcery,35,13,23,13,23,107,28,Temple of Lies (Horseshoes),Thirst For Power,Aquamarine Trinket,"After your creatures Cast a spell, they have a 7% chance to gain a random buff for each spell that has been Cast by all creatures in the current battle. This trait does not stack."
Shadow Carnage,Carnage,Death,36,26,11,11,21,105,52,"Torture Chamber, Bastion of the Void, Overgrown Temple",Augmentation,Shadow Exoskeleton,"After this creature kills a creature, your creatures gain a random buff for each buff, debuff, and minion the target had before it died."
Rotten Carnage,Carnage,Death,41,26,11,11,21,110,52,"Torture Chamber, Bastion of the Void, Overgrown Temple",Consumption,Rotten Exoskeleton,"After this creature kills a creature, it gains 35% of the target's Attack, Intelligence, Defense, and Speed."
